"TALLER","CODIGO INTERNO","NOMBRE DE PRODUCTO","1 TAB","2 TIPO","3 ZONA","AREA","SUBAREA","LINK DE MANUAL","LINK DE VIDEO"
"Electricidad","ESP-365","Tarjeta arduino uno","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","ESP-258","Módulo de bluetooth para arduino tipo hc- 05","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","ESP-259","Módulo de bluetooth para arduino tipo hc- 06","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","ESP-196","Kit de componentes complementarios","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","MAT-440","Software arduino","Bien","HERRAMIENTAS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","KEFF-42","Manual del kit Arduino","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","ESP-326","Relé programable","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","ESP-263","Módulo de plc","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","ESP-379","Variador de frecuencia (monofásico a trifásico)","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","ESP-135","Contactor tripolar","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","ESP-114","Block de contactores auxiliar nc - no","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","ESP-117","Botón pulsador industrial (verde, amarillo, rojo)","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","ESP-289","Piloto de señalización de led (verde, amarillo, rojo, blanco, azul)","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","ESP-278","Motor eléctrico monofásico","Bien","EQUIPOS","ZONA DE INNOVACIÓN","ELECTRICIDAD BÁSICA","","",""
"Electricidad","ESP-280","Motor eléctrico trifásico de 6 terminales","Bien","EQUIPOS","ZONA DE INNOVACIÓN","ELECTRICIDAD BÁSICA","","",""
"Electricidad","ESP-279","Motor eléctrico trifásico de 12 terminales","Bien","EQUIPOS","ZONA DE INNOVACIÓN","ELECTRICIDAD BÁSICA","","",""
"Electricidad","MOB-152","Mueble bajo (1000 x 600 x 900 mm.)","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","ELECTRICIDAD BÁSICA","","",""
"Electricidad","MOB-128","Mesa de trabajo (1100 x 600 x 900 mm.)","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","ELECTRICIDAD BÁSICA","","",""
"Electricidad","ESP-341","Sensor de proximidad inductivos","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","ESP-340","Sensor de proximidad capacitivos","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","ESP-342","Sensores fotoeléctricos","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","MAT-448","Software para relé programable","Bien","HERRAMIENTAS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","KEFF-43","Manual del equipos de Automatización Industrial","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","MAT-161","Extintor CO2","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","GENERACIÓN DE ENERGÍA Y AUTOMATIZACIÓN","","",""
"Electricidad","MAT-163-X","Extintor PQS","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","ELECTRICIDAD BÁSICA","","",""
"Electricidad","MAT-123-X","Botiquín","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","ELECTRICIDAD BÁSICA","","",""
"Electricidad","MAT-172-Y","Par de Guantes de electricista","Bien","SEGURIDAD","ZONA INNOVACIÓN / ALMACEN","","","",""
"Electricidad","CAPA-ELECTRI","Taller de Capacitación presencial","Bien","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electricidad","USB-ELECTRI","USB con material para la capacitación","Bien","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","TEC-107-X","Equipo de grabación para reportero","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Construcciones Metálicas","TEC-103","Cámara fotográfica","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Construcciones Metálicas","TEC-102-X","Cámara Filmadora con trípode","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Construcciones Metálicas","TEC-117","Tablet","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Construcciones Metálicas","KEFF-01","Manual de uso por cada equipo","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Construcciones Metálicas","KEFF-03","Manual pedagógico para identificar necesidades y problemas utilizando los equipos","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Construcciones Metálicas","TEC-104","COMPUTADORA DE ESCRITORIO - TODO EN UNO","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Construcciones Metálicas","TEC-114","Pizarra (pantalla) táctil interactiva multi- touch","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Construcciones Metálicas","ESP-187-Z","Impresora 3D","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Construcciones Metálicas","COM-234","Juego de Modelos de piezas.","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Construcciones Metálicas","","Cámara de Documentos","Bien","","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Construcciones Metálicas","COM-204","Lienzo magnético para aplicar metodologías de diseño","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Construcciones Metálicas","MOB-105-Y","Armario de Metal (1.00 X 0.40 X 1.80m.)","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Construcciones Metálicas","TEC-111-Y","Impresora Multifuncional","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Construcciones Metálicas","TEC-108","Equipo de sonido","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Construcciones Metálicas","MOB-168","Silla para el docente","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Construcciones Metálicas","MOB-114-Y","Escritorio para el docente","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Construcciones Metálicas","MOB-169","Silla para Estudiante","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Construcciones Metálicas","MOB-126","Mesa de Computadora para estudiante (1000 x 600 x 760 mm.)","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Construcciones Metálicas","MOB-140","Mesa Discapacitado","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Construcciones Metálicas","ESP-140","Cortadora láser CO2","Bien","EQUIPOS","ZONA DE INNOVACIÓN","TRAZO Y CORTE","","",""
"Construcciones Metálicas","ESP-210","Kit de Taladro/Destornillad or Inalámbrico","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","ESP-354-X","Taladro de columna","Bien","EQUIPOS","ZONA DE INNOVACIÓN","TRAZO Y CORTE","","",""
"Construcciones Metálicas","ESP-144","Curvadora de tubos hidráulico","Bien","EQUIPOS","ZONA DE INNOVACIÓN","TRAZO Y CORTE","","",""
"Construcciones Metálicas","ESP-161-Y","Esmeril de banco","Bien","EQUIPOS","ZONA DE INNOVACIÓN","TRAZO Y CORTE","","",""
"Construcciones Metálicas","ESP-358","Taladro Percutor Portátil","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","ESP-304","Plegadora de Plancha Manual","Bien","EQUIPOS","ZONA DE INNOVACIÓN","TRAZO Y CORTE","","",""
"Construcciones Metálicas","ESP-351","Simulador de soldadura","Bien","EQUIPOS","ZONA DE INNOVACIÓN","SOLDADURA","","",""
"Construcciones Metálicas","ESP-234","Máquina de soldar por electrodo o arco eléctrico","Bien","EQUIPOS","ZONA DE INNOVACIÓN","SOLDADURA","","",""
"Construcciones Metálicas","MOB-152","Mueble bajo (1000 x 600 x 900 mm.)","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","SOLDADURA","","",""
"Construcciones Metálicas","ESP-232","Máquina de soldar multiproceso","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","MAT-113","Balón de Argón","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","SOLDADURA","","",""
"Construcciones Metálicas","MAT-114","Balón de CO2","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","SOLDADURA","","",""
"Construcciones Metálicas","COM-281","Regulador de Argón soldador TIG-MIG Soldadura CO2","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","SOLDADURA","","",""
"Construcciones Metálicas","COM-280","Regulador con flujo manómetro para CO2","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","SOLDADURA","","",""
"Construcciones Metálicas","COM-123","Cabina de soldar con mesa de trabajo","Bien","EQUIPOS","ZONA DE INNOVACIÓN","SOLDADURA","","",""
"Construcciones Metálicas","COM-127","Careta de soldar fotosensible","Bien","SEGURIDAD","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","ESP-167","Extractor de humo","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","MAT-404","Juego de Prendas de protección para los procesos de soldar","Bien","SEGURIDAD","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","MAT-132-Y","Cepillo de acero","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","COM-257","Piqueta de soldador","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","ESP-103","Amoladora","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","ESP-373","Tronzadora de metal","Bien","EQUIPOS","ZONA DE INNOVACIÓN","TRAZO Y CORTE","","",""
"Construcciones Metálicas","MAT-505","Videos tutoriales del uso de las máquinas de soldar grabadas en USB","Video","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Construcciones Metálicas","ESP-202","Kit de equipo oxicorte","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","MAT-115","Balón de oxígeno","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","SOLDADURA","","",""
"Construcciones Metálicas","MAT-112","Balón de acetileno","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","SOLDADURA","","",""
"Construcciones Metálicas","ESP-204","Kit de Galgas","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","ESP-130","Compresora de aire (50L - 2HP)","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","ESP-158","Equipo para pintura por spray","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","MAT-476","Video tutorial del proceso de acabado utilizando compresora y pistola de pintar grabado en USB","Video","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Construcciones Metálicas","MOB-115","Escritorio rodable docente","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","TRAZO Y CORTE","","",""
"Construcciones Metálicas","MOB-170","Silla rodable para el docente","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","TRAZO Y CORTE","","",""
"Construcciones Metálicas","MOB-112","Banco de trabajo con tornillo de banco (3000 x 1100 x 850 mm.)","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","TRAZO Y CORTE","","",""
"Construcciones Metálicas","COM-304","Wincha de 3 metros","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","MOB-101","Anaquel de metal (1.00 X 0.40 X 1.80 mt.)","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","MAT-418","Regla metálica de 30 cm","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","COM-126-Z","Calibrador digital","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","COM-124","Calibrador analógico","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","COM-231-X","Micrómetro digital","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","COM-172-Y","Goniómetro digital","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","COM-163-Y","Escuadra de Tope","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","COM-161-Y","Escuadra de combinación","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","COM-245","Nivel de burbujas","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","COM-174","Granete","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","COM-272","Rayador mecánico","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","HER-110-Y","Arco de Sierra","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","ESP-122","Cizalla guillotina mecánica","Bien","EQUIPOS","ZONA DE INNOVACIÓN","SOLDADURA","","",""
"Construcciones Metálicas","HER-145-Y","Juego de limas","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","HER-153","Juego de martillo de bola","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","HER-192","Set de destornilladores","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","HER-150-Y","Juego de llaves mixtas","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","HER-147","Juego de llaves Allen milimétricas y pulgadas","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","HER-136","Juego de alicates aislados","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","","juego de láminas en relieve de normas de seguridad y señalética de seguridad","Bien","","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","MAT-163-Y","Extintor PQS","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","TRAZO Y CORTE","","",""
"Construcciones Metálicas","MAT-428","Rotafolio de láminas con información visual de las partes y uso de las herramientas e instrumentos","Bien","PEDAGOGICO","ZONA DE INNOVACIÓN","TRAZO Y CORTE","","",""
"Construcciones Metálicas","HER-114","Juego de Cincel","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","HER-118","Comba de 5 lb","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","COM-137","Juego de Compas de punta","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","COM-197","Kit de machos y terrajas","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","COM-182","Juego de brocas HSS para metal","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","COM-102-W","Aceitera","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","MAT-123-X","Botiquín","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","ELECTRICIDAD BÁSICA","","",""
"Construcciones Metálicas","CAPA-CONST","Taller de Capacitación presencial","Bien","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Construcciones Metálicas","USB-CONST","USB con material para la capacitación","Bien","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Taller General EPT","","EQUIPO DE GRABACIÓN PARA REPORTERO","Bien","TICS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","CÁMARA FOTOGRÁFICA","Bien","TICS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","CÁMARA DE VIDEO CON TRÍPODE","Video","TICS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","TABLET","Bien","TICS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","MANUAL DE USO POR CADA EQUIPO DE IDENTIFICACIÓN DE NECESIDADES Y PROBLEMAS","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","MANUAL DE MANTENIMIENTO POR CADA EQUIPO DE IDENTIFICACIÓN DE NECESIDADES Y PROBLEMAS","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","MANUAL PEDAGÓGICO PARA IDENTIFICAR NECESIDADES Y PROBLEMAS","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","COMPUTADORA DE ESCRITORIO","Bien","TICS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","LAPTOP","Bien","TICS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","MESA DE COMPUTADORA PARA ESTUDIANTE (1000 X 600 X 750 MM.)","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Taller General EPT","","SILLA PARA ESTUDIANTE","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Taller General EPT","","IMPRESORA MULTIFUNCIONAL","Bien","TICS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","MUEBLE BAJO (1000 X 600 X 900 MM.)","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Taller General EPT","","PROYECTOR MULTIMEDIA","Bien","TICS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","ESCRITORIO PARA EL DOCENTE","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Taller General EPT","","SILLA PARA EL DOCENTE","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Taller General EPT","","ECRAN","Bien","TICS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","MESA DISCAPACITADO","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Taller General EPT","","MUEBLE BAJO (1000 X 600 X 900 MM.)","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Taller General EPT","","ARMARIO DE METAL (1.00 X 0.45 X 1.80M.)","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Taller General EPT","","LIENZO MAGNÉTICO PARA APLICAR METODOLOGÍAS DE DISEÑO","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","VIDEOS DIDÁCTICOS CORTOS DE LA METODOLOGÍA Y TÉCNICAS","Video","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","LIENZO MAGNÉTICO PARA DISEÑAR MODELOS DE NEGOCIOS","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","LIENZO MAGNÉTICO PARA DISEÑAR FLUJOGRAMAS DE LA PRODUCCIÓN (DOP Y DAP)","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","MANUAL DE USO POR CADA EQUIPO DE ANÁLISIS Y DISEÑO DE LA PROPUESTA DE VALOR","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","MANUAL DE MANTENIMIENTO POR CADA EQUIPO DE ANÁLISIS Y DISEÑO","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","MANUAL PEDAGÓGICO PARA DISEÑAR LA PROPUESTA DE VALOR","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","KIT ELECTRÓNICA (MICROCONTROLADORES/MICROPROCESADOR)","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","MÁQUINA DE SUBLIMACIÓN 8 EN 1","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","JUEGO DE TIJERA DE ACERO","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","TIJERAS MULTIUSOS","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","KIT DE CÚTER","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","IMPRESORA 3D","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","CORTADORA LÁSER CO2","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","MÁQUINA ESCÁNER Y CORTE","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","ESCÁNER 3D","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","ATORNILLADOR PORTÁTIL","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","LIJADORA ORBITAL","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","MESA DE TRABAJO DE ACERO (1800 X 900 X 850 MM.)","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Taller General EPT","","PIROGRABADOR CON DIVERSAS PUNTAS Y SOPORTES","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","PISTOLA DE SILICONA","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","WINCHA DE 5 METROS","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","ESCUADRA DE TOPE","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","FALSA ESCUADRA","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","JUEGO DE PINCELES","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","JUEGO DE PINCELES ESPONJA: APLICADOR DE TINTA, PINCEL Y PALETINAS","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","CUBETA LAVA PINCELES","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","ARMARIO DE METAL (1.00 X 0.45 X 1.80M.)","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Taller General EPT","","ANAQUEL DE METAL (1.00 X 0.40 X 1.80 MT.)","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Taller General EPT","","MANDIL","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","MUEBLE BAJO (1000 X 600 X 900 MM.)","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Taller General EPT","","MESA DE APOYO","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Taller General EPT","","ACCESS POINT","Bien","TICS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","ESTABILIZADOR DE TENSIÓN","Bien","TICS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","GABINETE PARA PARED","Bien","TICS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","EQUIPO DE COMUNICACIÓN SWITCH","Bien","TICS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","ARMARIO MULTIMEDIA","Bien","TICS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","EXTINTOR CO2","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","EXTINTOR PQS","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","DETECTOR DE HUMOS","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","BOTIQUIN","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Taller General EPT","","ESTABILIZADOR PARA PC","Bien","TICS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Taller General EPT","","ARMARIO MOVIL PARA LAPTOP","Bien","TICS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
